timestamp,sensor_id,sensor_type,location,value,unit,status
2024-01-01T02:25:40,sensor_013,temperature,warehouse_south,81.63,�C,ERROR
2024-01-01T02:25:50,sensor_016,co2,warehouse_south,866.47,ppm,OK
2024-01-01T02:26:00,sensor_010,temperature,control_room,88.95,�C,ERROR
2024-01-01T02:26:10,sensor_011,humidity,factory_floor_a,21.23,%,ERROR
2024-01-01T02:26:20,sensor_010,temperature,control_room,62.33,�C,OK
2024-01-01T02:26:30,sensor_001,co2,factory_floor_a,454.83,ppm,OK
2024-01-01T02:26:40,sensor_011,humidity,factory_floor_a,97.91,%,ERROR
2024-01-01T02:26:50,sensor_001,co2,factory_floor_a,938.56,ppm,OK
2024-01-01T02:27:00,sensor_013,temperature,warehouse_south,83.45,�C,ERROR
2024-01-01T02:27:10,sensor_019,temperature,warehouse_south,83.69,�C,ERROR
2024-01-01T02:27:20,sensor_013,temperature,warehouse_south,78.68,�C,WARNING
2024-01-01T02:27:30,sensor_013,temperature,warehouse_south,60.73,�C,OK
2024-01-01T02:27:40,sensor_004,pressure,factory_floor_b,1001.54,hPa,WARNING
2024-01-01T02:27:50,sensor_014,pressure,factory_floor_b,981.64,hPa,WARNING
2024-01-01T02:28:00,sensor_003,pressure,factory_floor_b,1004.84,hPa,WARNING
2024-01-01T02:28:10,sensor_002,co2,control_room,741.82,ppm,OK
2024-01-01T02:28:20,sensor_016,co2,warehouse_south,545.56,ppm,OK
2024-01-01T02:28:30,sensor_002,co2,control_room,1200.1,ppm,OK
2024-01-01T02:28:40,sensor_001,co2,factory_floor_a,1991.73,ppm,ERROR
2024-01-01T02:28:50,sensor_013,temperature,warehouse_south,58.84,�C,OK
2024-01-01T02:29:00,sensor_005,vibration,warehouse_north,15.72,mm/s,OK
2024-01-01T02:29:10,sensor_017,humidity,factory_floor_b,61.12,%,OK
2024-01-01T02:29:20,sensor_009,temperature,warehouse_north,90.7,�C,ERROR
2024-01-01T02:29:30,sensor_011,humidity,factory_floor_a,76.21,%,OK
2024-01-01T02:29:40,sensor_004,pressure,factory_floor_b,969.31,hPa,WARNING
2024-01-01T02:29:50,sensor_019,temperature,warehouse_south,73.55,�C,WARNING
2024-01-01T02:30:00,sensor_009,temperature,warehouse_north,25.5,�C,OK
2024-01-01T02:30:10,sensor_016,co2,warehouse_south,1709.63,ppm,ERROR
2024-01-01T02:30:20,sensor_017,humidity,factory_floor_b,67.57,%,OK
2024-01-01T02:30:30,sensor_003,pressure,factory_floor_b,991.8,hPa,WARNING
2024-01-01T02:30:40,sensor_018,co2,factory_floor_b,1530.93,ppm,ERROR
2024-01-01T02:30:50,sensor_005,vibration,warehouse_north,23.9,mm/s,ERROR
2024-01-01T02:31:00,sensor_016,co2,warehouse_south,1922.28,ppm,ERROR
2024-01-01T02:31:10,sensor_001,co2,factory_floor_a,1583.94,ppm,ERROR
2024-01-01T02:31:20,sensor_011,humidity,factory_floor_a,30.9,%,OK
2024-01-01T02:31:30,sensor_018,co2,factory_floor_b,934.17,ppm,OK
2024-01-01T02:31:40,sensor_018,co2,factory_floor_b,692.24,ppm,OK
2024-01-01T02:31:50,sensor_008,pressure,server_room_1,1043.1,hPa,ERROR
2024-01-01T02:32:00,sensor_001,co2,factory_floor_a,736.06,ppm,OK
2024-01-01T02:32:10,sensor_020,co2,server_room_1,1974.56,ppm,ERROR
2024-01-01T02:32:20,sensor_014,pressure,factory_floor_b,1033.64,hPa,WARNING
2024-01-01T02:32:30,sensor_020,co2,server_room_1,748.39,ppm,OK
2024-01-01T02:32:40,sensor_015,co2,factory_floor_b,734.31,ppm,OK
2024-01-01T02:32:50,sensor_015,co2,factory_floor_b,1204.92,ppm,OK
2024-01-01T02:33:00,sensor_011,humidity,factory_floor_a,46.16,%,OK
2024-01-01T02:33:10,sensor_002,co2,control_room,475.93,ppm,OK
2024-01-01T02:33:20,sensor_003,pressure,factory_floor_b,1029.61,hPa,WARNING
2024-01-01T02:33:30,sensor_006,vibration,factory_floor_b,2.9,mm/s,OK
2024-01-01T02:33:40,sensor_010,temperature,control_room,86.76,�C,ERROR
2024-01-01T02:33:50,sensor_014,pressure,factory_floor_b,1033.03,hPa,WARNING
2024-01-01T02:34:00,sensor_010,temperature,control_room,66.01,�C,OK
2024-01-01T02:34:10,sensor_009,temperature,warehouse_north,24.42,�C,OK
2024-01-01T02:34:20,sensor_014,pressure,factory_floor_b,1027.59,hPa,WARNING
2024-01-01T02:34:30,sensor_016,co2,warehouse_south,1625.27,ppm,ERROR
2024-01-01T02:34:40,sensor_015,co2,factory_floor_b,804.83,ppm,OK
2024-01-01T02:34:50,sensor_007,humidity,warehouse_north,70.2,%,OK
2024-01-01T02:35:00,sensor_009,temperature,warehouse_north,76.62,�C,WARNING
2024-01-01T02:35:10,sensor_020,co2,server_room_1,1244.25,ppm,OK
2024-01-01T02:35:20,sensor_008,pressure,server_room_1,1024.44,hPa,WARNING
2024-01-01T02:35:30,sensor_017,humidity,factory_floor_b,71.5,%,OK
2024-01-01T02:35:40,sensor_011,humidity,factory_floor_a,63.08,%,OK
2024-01-01T02:35:50,sensor_002,co2,control_room,1243.36,ppm,OK
2024-01-01T02:36:00,sensor_016,co2,warehouse_south,1746.59,ppm,ERROR
2024-01-01T02:36:10,sensor_009,temperature,warehouse_north,73.53,�C,WARNING
2024-01-01T02:36:20,sensor_009,temperature,warehouse_north,27.32,�C,OK
2024-01-01T02:36:30,sensor_009,temperature,warehouse_north,39.53,�C,OK
2024-01-01T02:36:40,sensor_019,temperature,warehouse_south,55.08,�C,OK
2024-01-01T02:36:50,sensor_007,humidity,warehouse_north,32.29,%,OK
2024-01-01T02:37:00,sensor_009,temperature,warehouse_north,63.75,�C,OK
2024-01-01T02:37:10,sensor_005,vibration,warehouse_north,9.54,mm/s,OK
2024-01-01T02:37:20,sensor_016,co2,warehouse_south,1572.97,ppm,ERROR
2024-01-01T02:37:30,sensor_002,co2,control_room,1336.93,ppm,OK
2024-01-01T02:37:40,sensor_005,vibration,warehouse_north,17.16,mm/s,WARNING
2024-01-01T02:37:50,sensor_007,humidity,warehouse_north,97.35,%,ERROR
2024-01-01T02:38:00,sensor_020,co2,server_room_1,785.16,ppm,OK
2024-01-01T02:38:10,sensor_019,temperature,warehouse_south,75.7,�C,WARNING
2024-01-01T02:38:20,sensor_007,humidity,warehouse_north,58.22,%,OK
2024-01-01T02:38:30,sensor_018,co2,factory_floor_b,859.3,ppm,OK
2024-01-01T02:38:40,sensor_016,co2,warehouse_south,349.8,ppm,OK
2024-01-01T02:38:50,sensor_019,temperature,warehouse_south,64.02,�C,OK
2024-01-01T02:39:00,sensor_015,co2,factory_floor_b,1278.27,ppm,OK
2024-01-01T02:39:10,sensor_020,co2,server_room_1,1869.22,ppm,ERROR
2024-01-01T02:39:20,sensor_010,temperature,control_room,38.27,�C,OK
2024-01-01T02:39:30,sensor_009,temperature,warehouse_north,57.49,�C,OK
2024-01-01T02:39:40,sensor_003,pressure,factory_floor_b,992.91,hPa,WARNING
2024-01-01T02:39:50,sensor_016,co2,warehouse_south,806.37,ppm,OK
2024-01-01T02:40:00,sensor_017,humidity,factory_floor_b,24.11,%,ERROR
2024-01-01T02:40:10,sensor_004,pressure,factory_floor_b,956.67,hPa,ERROR
2024-01-01T02:40:20,sensor_011,humidity,factory_floor_a,82.17,%,WARNING
2024-01-01T02:40:30,sensor_008,pressure,server_room_1,1040.28,hPa,ERROR
2024-01-01T02:40:40,sensor_013,temperature,warehouse_south,71.76,�C,OK
2024-01-01T02:40:50,sensor_008,pressure,server_room_1,965.48,hPa,WARNING
2024-01-01T02:41:00,sensor_002,co2,control_room,617.4,ppm,OK
2024-01-01T02:41:10,sensor_001,co2,factory_floor_a,434.59,ppm,OK
2024-01-01T02:41:20,sensor_020,co2,server_room_1,457.05,ppm,OK
2024-01-01T02:41:30,sensor_007,humidity,warehouse_north,73.96,%,OK
2024-01-01T02:41:40,sensor_002,co2,control_room,1877.22,ppm,ERROR
2024-01-01T02:41:50,sensor_003,pressure,factory_floor_b,1016.88,hPa,WARNING
2024-01-01T02:42:00,sensor_018,co2,factory_floor_b,397.88,ppm,OK
2024-01-01T02:42:10,sensor_014,pressure,factory_floor_b,998.5,hPa,WARNING
2024-01-01T02:42:20,sensor_009,temperature,warehouse_north,67.56,�C,OK
2024-01-01T02:42:30,sensor_015,co2,factory_floor_b,1330.52,ppm,OK
2024-01-01T02:42:40,sensor_008,pressure,server_room_1,1048.62,hPa,ERROR
2024-01-01T02:42:50,sensor_010,temperature,control_room,86.62,�C,ERROR
2024-01-01T02:43:00,sensor_012,vibration,factory_floor_b,23.71,mm/s,ERROR
2024-01-01T02:43:10,sensor_015,co2,factory_floor_b,1550.41,ppm,ERROR
2024-01-01T02:43:20,sensor_011,humidity,factory_floor_a,44.5,%,OK
2024-01-01T02:43:30,sensor_002,co2,control_room,852.33,ppm,OK
2024-01-01T02:43:40,sensor_007,humidity,warehouse_north,42.34,%,OK
2024-01-01T02:43:50,sensor_016,co2,warehouse_south,567.85,ppm,OK
2024-01-01T02:44:00,sensor_012,vibration,factory_floor_b,3.98,mm/s,OK
2024-01-01T02:44:10,sensor_018,co2,factory_floor_b,1799.36,ppm,ERROR
2024-01-01T02:44:20,sensor_015,co2,factory_floor_b,1501.02,ppm,ERROR
2024-01-01T02:44:30,sensor_004,pressure,factory_floor_b,951.88,hPa,ERROR
2024-01-01T02:44:40,sensor_007,humidity,warehouse_north,75.4,%,OK
2024-01-01T02:44:50,sensor_013,temperature,warehouse_south,84.83,�C,ERROR
2024-01-01T02:45:00,sensor_002,co2,control_room,479.34,ppm,OK
2024-01-01T02:45:10,sensor_020,co2,server_room_1,1790.99,ppm,ERROR
2024-01-01T02:45:20,sensor_010,temperature,control_room,54.2,�C,OK
2024-01-01T02:45:30,sensor_018,co2,factory_floor_b,1570.85,ppm,ERROR
2024-01-01T02:45:40,sensor_003,pressure,factory_floor_b,965.24,hPa,WARNING
2024-01-01T02:45:50,sensor_008,pressure,server_room_1,1020.7,hPa,WARNING
2024-01-01T02:46:00,sensor_010,temperature,control_room,81.13,�C,ERROR
2024-01-01T02:46:10,sensor_014,pressure,factory_floor_b,1048.22,hPa,ERROR
2024-01-01T02:46:20,sensor_008,pressure,server_room_1,997.77,hPa,WARNING
2024-01-01T02:46:30,sensor_009,temperature,warehouse_north,22.23,�C,OK
2024-01-01T02:46:40,sensor_018,co2,factory_floor_b,1035.28,ppm,OK
2024-01-01T02:46:50,sensor_015,co2,factory_floor_b,1914.12,ppm,ERROR
2024-01-01T02:47:00,sensor_001,co2,factory_floor_a,840.41,ppm,OK
2024-01-01T02:47:10,sensor_016,co2,warehouse_south,864.31,ppm,OK
2024-01-01T02:47:20,sensor_001,co2,factory_floor_a,1572.32,ppm,ERROR
2024-01-01T02:47:30,sensor_002,co2,control_room,1772.71,ppm,ERROR
2024-01-01T02:47:40,sensor_019,temperature,warehouse_south,79.88,�C,WARNING
2024-01-01T02:47:50,sensor_004,pressure,factory_floor_b,1045.09,hPa,ERROR
2024-01-01T02:48:00,sensor_013,temperature,warehouse_south,63.14,�C,OK
2024-01-01T02:48:10,sensor_001,co2,factory_floor_a,614.51,ppm,OK
2024-01-01T02:48:20,sensor_016,co2,warehouse_south,1460.79,ppm,WARNING
2024-01-01T02:48:30,sensor_001,co2,factory_floor_a,802.37,ppm,OK
2024-01-01T02:48:40,sensor_020,co2,server_room_1,1171.13,ppm,OK
2024-01-01T02:48:50,sensor_016,co2,warehouse_south,1452.77,ppm,WARNING
2024-01-01T02:49:00,sensor_010,temperature,control_room,54.65,�C,OK
2024-01-01T02:49:10,sensor_013,temperature,warehouse_south,51.98,�C,OK
2024-01-01T02:49:20,sensor_008,pressure,server_room_1,960.7,hPa,WARNING
2024-01-01T02:49:30,sensor_012,vibration,factory_floor_b,6.18,mm/s,OK
2024-01-01T02:49:40,sensor_012,vibration,factory_floor_b,24.03,mm/s,ERROR
2024-01-01T02:49:50,sensor_001,co2,factory_floor_a,488.98,ppm,OK
2024-01-01T02:50:00,sensor_004,pressure,factory_floor_b,992.33,hPa,WARNING
2024-01-01T02:50:10,sensor_002,co2,control_room,1173.95,ppm,OK
2024-01-01T02:50:20,sensor_009,temperature,warehouse_north,26.84,�C,OK
2024-01-01T02:50:30,sensor_011,humidity,factory_floor_a,34.13,%,OK
2024-01-01T02:50:40,sensor_016,co2,warehouse_south,1723.25,ppm,ERROR
2024-01-01T02:50:50,sensor_008,pressure,server_room_1,950.9,hPa,ERROR
2024-01-01T02:51:00,sensor_007,humidity,warehouse_north,80.79,%,OK
2024-01-01T02:51:10,sensor_015,co2,factory_floor_b,837.62,ppm,OK
2024-01-01T02:51:20,sensor_019,temperature,warehouse_south,24.37,�C,OK
2024-01-01T02:51:30,sensor_016,co2,warehouse_south,1601.52,ppm,ERROR
2024-01-01T02:51:40,sensor_007,humidity,warehouse_north,21.42,%,ERROR
2024-01-01T02:51:50,sensor_001,co2,factory_floor_a,818.13,ppm,OK
2024-01-01T02:52:00,sensor_001,co2,factory_floor_a,1922.29,ppm,ERROR
2024-01-01T02:52:10,sensor_007,humidity,warehouse_north,85.42,%,WARNING
2024-01-01T02:52:20,sensor_001,co2,factory_floor_a,521.85,ppm,OK
2024-01-01T02:52:30,sensor_013,temperature,warehouse_south,64.02,�C,OK
2024-01-01T02:52:40,sensor_013,temperature,warehouse_south,58.5,�C,OK
2024-01-01T02:52:50,sensor_006,vibration,factory_floor_b,9.01,mm/s,OK
2024-01-01T02:53:00,sensor_014,pressure,factory_floor_b,964.89,hPa,WARNING
2024-01-01T02:53:10,sensor_005,vibration,warehouse_north,12.55,mm/s,OK
2024-01-01T02:53:20,sensor_017,humidity,factory_floor_b,89.86,%,WARNING
2024-01-01T02:53:30,sensor_002,co2,control_room,1231.01,ppm,OK
2024-01-01T02:53:40,sensor_012,vibration,factory_floor_b,17.0,mm/s,WARNING
2024-01-01T02:53:50,sensor_005,vibration,warehouse_north,22.35,mm/s,ERROR
2024-01-01T02:54:00,sensor_019,temperature,warehouse_south,87.31,�C,ERROR
2024-01-01T02:54:10,sensor_020,co2,server_room_1,854.18,ppm,OK
2024-01-01T02:54:20,sensor_009,temperature,warehouse_north,88.62,�C,ERROR
2024-01-01T02:54:30,sensor_012,vibration,factory_floor_b,8.52,mm/s,OK
2024-01-01T02:54:40,sensor_004,pressure,factory_floor_b,1042.05,hPa,ERROR
2024-01-01T02:54:50,sensor_003,pressure,factory_floor_b,989.57,hPa,WARNING
2024-01-01T02:55:00,sensor_009,temperature,warehouse_north,89.79,�C,ERROR
2024-01-01T02:55:10,sensor_012,vibration,factory_floor_b,20.08,mm/s,ERROR
2024-01-01T02:55:20,sensor_003,pressure,factory_floor_b,1000.5,hPa,WARNING
2024-01-01T02:55:30,sensor_018,co2,factory_floor_b,714.63,ppm,OK
2024-01-01T02:55:40,sensor_019,temperature,warehouse_south,80.34,�C,ERROR
2024-01-01T02:55:50,sensor_009,temperature,warehouse_north,20.58,�C,OK
2024-01-01T02:56:00,sensor_017,humidity,factory_floor_b,34.57,%,OK
2024-01-01T02:56:10,sensor_006,vibration,factory_floor_b,9.01,mm/s,OK
2024-01-01T02:56:20,sensor_006,vibration,factory_floor_b,15.53,mm/s,OK
2024-01-01T02:56:30,sensor_009,temperature,warehouse_north,45.38,�C,OK
2024-01-01T02:56:40,sensor_003,pressure,factory_floor_b,991.13,hPa,WARNING
2024-01-01T02:56:50,sensor_019,temperature,warehouse_south,16.5,�C,OK
2024-01-01T02:57:00,sensor_019,temperature,warehouse_south,45.14,�C,OK
2024-01-01T02:57:10,sensor_018,co2,factory_floor_b,1568.88,ppm,ERROR
2024-01-01T02:57:20,sensor_019,temperature,warehouse_south,35.42,�C,OK
2024-01-01T02:57:30,sensor_007,humidity,warehouse_north,94.72,%,ERROR
2024-01-01T02:57:40,sensor_014,pressure,factory_floor_b,974.69,hPa,WARNING
2024-01-01T02:57:50,sensor_007,humidity,warehouse_north,80.83,%,OK
2024-01-01T02:58:00,sensor_009,temperature,warehouse_north,24.31,�C,OK
2024-01-01T02:58:10,sensor_012,vibration,factory_floor_b,3.83,mm/s,OK
2024-01-01T02:58:20,sensor_001,co2,factory_floor_a,854.95,ppm,OK
2024-01-01T02:58:30,sensor_020,co2,server_room_1,1629.76,ppm,ERROR
2024-01-01T02:58:40,sensor_002,co2,control_room,1625.07,ppm,ERROR
2024-01-01T02:58:50,sensor_004,pressure,factory_floor_b,1039.31,hPa,WARNING
2024-01-01T02:59:00,sensor_002,co2,control_room,368.94,ppm,OK
2024-01-01T02:59:10,sensor_009,temperature,warehouse_north,58.43,�C,OK
2024-01-01T02:59:20,sensor_003,pressure,factory_floor_b,968.13,hPa,WARNING
2024-01-01T02:59:30,sensor_017,humidity,factory_floor_b,27.83,%,OK
2024-01-01T02:59:40,sensor_019,temperature,warehouse_south,18.12,�C,OK
2024-01-01T02:59:50,sensor_016,co2,warehouse_south,1054.34,ppm,OK
2024-01-01T03:00:00,sensor_005,vibration,warehouse_north,15.54,mm/s,OK
2024-01-01T03:00:10,sensor_010,temperature,control_room,83.37,�C,ERROR
2024-01-01T03:00:20,sensor_003,pressure,factory_floor_b,993.8,hPa,WARNING
2024-01-01T03:00:30,sensor_013,temperature,warehouse_south,84.71,�C,ERROR
2024-01-01T03:00:40,sensor_018,co2,factory_floor_b,331.45,ppm,OK
2024-01-01T03:00:50,sensor_006,vibration,factory_floor_b,4.24,mm/s,OK
2024-01-01T03:01:00,sensor_012,vibration,factory_floor_b,12.66,mm/s,OK
2024-01-01T03:01:10,sensor_004,pressure,factory_floor_b,964.71,hPa,WARNING
2024-01-01T03:01:20,sensor_011,humidity,factory_floor_a,78.34,%,OK
2024-01-01T03:01:30,sensor_015,co2,factory_floor_b,331.3,ppm,OK
2024-01-01T03:01:40,sensor_011,humidity,factory_floor_a,29.4,%,OK
2024-01-01T03:01:50,sensor_016,co2,warehouse_south,1969.86,ppm,ERROR
2024-01-01T03:02:00,sensor_016,co2,warehouse_south,1961.81,ppm,ERROR
2024-01-01T03:02:10,sensor_013,temperature,warehouse_south,41.42,�C,OK
2024-01-01T03:02:20,sensor_018,co2,factory_floor_b,1709.67,ppm,ERROR
2024-01-01T03:02:30,sensor_015,co2,factory_floor_b,1455.17,ppm,WARNING
2024-01-01T03:02:40,sensor_015,co2,factory_floor_b,1089.93,ppm,OK
2024-01-01T03:02:50,sensor_001,co2,factory_floor_a,1633.3,ppm,ERROR
2024-01-01T03:03:00,sensor_016,co2,warehouse_south,1924.57,ppm,ERROR
2024-01-01T03:03:10,sensor_015,co2,factory_floor_b,1995.67,ppm,ERROR
2024-01-01T03:03:20,sensor_012,vibration,factory_floor_b,23.2,mm/s,ERROR
2024-01-01T03:03:30,sensor_016,co2,warehouse_south,733.28,ppm,OK
2024-01-01T03:03:40,sensor_011,humidity,factory_floor_a,77.72,%,OK
2024-01-01T03:03:50,sensor_001,co2,factory_floor_a,679.74,ppm,OK
2024-01-01T03:04:00,sensor_005,vibration,warehouse_north,9.85,mm/s,OK
2024-01-01T03:04:10,sensor_016,co2,warehouse_south,811.87,ppm,OK
2024-01-01T03:04:20,sensor_005,vibration,warehouse_north,15.45,mm/s,OK
2024-01-01T03:04:30,sensor_015,co2,factory_floor_b,1049.71,ppm,OK
2024-01-01T03:04:40,sensor_004,pressure,factory_floor_b,981.82,hPa,WARNING
2024-01-01T03:04:50,sensor_011,humidity,factory_floor_a,45.78,%,OK
2024-01-01T03:05:00,sensor_014,pressure,factory_floor_b,1016.57,hPa,WARNING
2024-01-01T03:05:10,sensor_004,pressure,factory_floor_b,970.79,hPa,WARNING
2024-01-01T03:05:20,sensor_013,temperature,warehouse_south,70.15,�C,OK
2024-01-01T03:05:30,sensor_011,humidity,factory_floor_a,75.6,%,OK
2024-01-01T03:05:40,sensor_020,co2,server_room_1,452.79,ppm,OK
2024-01-01T03:05:50,sensor_017,humidity,factory_floor_b,59.79,%,OK
2024-01-01T03:06:00,sensor_017,humidity,factory_floor_b,97.51,%,ERROR
2024-01-01T03:06:10,sensor_010,temperature,control_room,37.48,�C,OK
2024-01-01T03:06:20,sensor_008,pressure,server_room_1,1048.23,hPa,ERROR
2024-01-01T03:06:30,sensor_001,co2,factory_floor_a,909.05,ppm,OK
2024-01-01T03:06:40,sensor_012,vibration,factory_floor_b,17.7,mm/s,WARNING
2024-01-01T03:06:50,sensor_020,co2,server_room_1,1735.17,ppm,ERROR
2024-01-01T03:07:00,sensor_005,vibration,warehouse_north,10.8,mm/s,OK
2024-01-01T03:07:10,sensor_005,vibration,warehouse_north,18.55,mm/s,ERROR
2024-01-01T03:07:20,sensor_009,temperature,warehouse_north,59.44,�C,OK
2024-01-01T03:07:30,sensor_003,pressure,factory_floor_b,984.97,hPa,WARNING
2024-01-01T03:07:40,sensor_004,pressure,factory_floor_b,1046.97,hPa,ERROR
2024-01-01T03:07:50,sensor_003,pressure,factory_floor_b,1018.92,hPa,WARNING
2024-01-01T03:08:00,sensor_003,pressure,factory_floor_b,959.28,hPa,ERROR
2024-01-01T03:08:10,sensor_019,temperature,warehouse_south,88.98,�C,ERROR
2024-01-01T03:08:20,sensor_013,temperature,warehouse_south,37.65,�C,OK
2024-01-01T03:08:30,sensor_011,humidity,factory_floor_a,71.73,%,OK
2024-01-01T03:08:40,sensor_008,pressure,server_room_1,1024.38,hPa,WARNING
2024-01-01T03:08:50,sensor_010,temperature,control_room,80.77,�C,ERROR
2024-01-01T03:09:00,sensor_009,temperature,warehouse_north,59.01,�C,OK
2024-01-01T03:09:10,sensor_012,vibration,factory_floor_b,24.84,mm/s,ERROR
2024-01-01T03:09:20,sensor_009,temperature,warehouse_north,35.41,�C,OK
2024-01-01T03:09:30,sensor_003,pressure,factory_floor_b,999.37,hPa,WARNING
2024-01-01T03:09:40,sensor_015,co2,factory_floor_b,1662.06,ppm,ERROR
2024-01-01T03:09:50,sensor_016,co2,warehouse_south,1102.25,ppm,OK
2024-01-01T03:10:00,sensor_013,temperature,warehouse_south,89.64,�C,ERROR
2024-01-01T03:10:10,sensor_008,pressure,server_room_1,1038.23,hPa,WARNING
2024-01-01T03:10:20,sensor_020,co2,server_room_1,781.99,ppm,OK
2024-01-01T03:10:30,sensor_002,co2,control_room,602.25,ppm,OK
2024-01-01T03:10:40,sensor_017,humidity,factory_floor_b,64.16,%,OK
2024-01-01T03:10:50,sensor_016,co2,warehouse_south,639.69,ppm,OK
2024-01-01T03:11:00,sensor_004,pressure,factory_floor_b,998.57,hPa,WARNING
2024-01-01T03:11:10,sensor_018,co2,factory_floor_b,892.56,ppm,OK
2024-01-01T03:11:20,sensor_003,pressure,factory_floor_b,1035.79,hPa,WARNING
2024-01-01T03:11:30,sensor_004,pressure,factory_floor_b,1021.77,hPa,WARNING
2024-01-01T03:11:40,sensor_006,vibration,factory_floor_b,9.11,mm/s,OK
2024-01-01T03:11:50,sensor_003,pressure,factory_floor_b,995.5,hPa,WARNING
2024-01-01T03:12:00,sensor_005,vibration,warehouse_north,0.71,mm/s,OK
2024-01-01T03:12:10,sensor_016,co2,warehouse_south,448.69,ppm,OK
2024-01-01T03:12:20,sensor_020,co2,server_room_1,742.39,ppm,OK
2024-01-01T03:12:30,sensor_001,co2,factory_floor_a,722.18,ppm,OK
2024-01-01T03:12:40,sensor_011,humidity,factory_floor_a,30.61,%,OK
2024-01-01T03:12:50,sensor_014,pressure,factory_floor_b,1028.76,hPa,WARNING
2024-01-01T03:13:00,sensor_014,pressure,factory_floor_b,1023.99,hPa,WARNING
2024-01-01T03:13:10,sensor_020,co2,server_room_1,1851.79,ppm,ERROR
2024-01-01T03:13:20,sensor_016,co2,warehouse_south,1732.15,ppm,ERROR
2024-01-01T03:13:30,sensor_011,humidity,factory_floor_a,32.12,%,OK
2024-01-01T03:13:40,sensor_010,temperature,control_room,52.16,�C,OK
2024-01-01T03:13:50,sensor_014,pressure,factory_floor_b,1031.55,hPa,WARNING
2024-01-01T03:14:00,sensor_015,co2,factory_floor_b,1535.54,ppm,ERROR
2024-01-01T03:14:10,sensor_010,temperature,control_room,20.01,�C,OK
2024-01-01T03:14:20,sensor_020,co2,server_room_1,1975.7,ppm,ERROR
2024-01-01T03:14:30,sensor_002,co2,control_room,519.99,ppm,OK
2024-01-01T03:14:40,sensor_001,co2,factory_floor_a,1906.59,ppm,ERROR
2024-01-01T03:14:50,sensor_018,co2,factory_floor_b,1429.91,ppm,WARNING
2024-01-01T03:15:00,sensor_006,vibration,factory_floor_b,22.78,mm/s,ERROR
2024-01-01T03:15:10,sensor_016,co2,warehouse_south,559.99,ppm,OK
2024-01-01T03:15:20,sensor_008,pressure,server_room_1,1045.6,hPa,ERROR
2024-01-01T03:15:30,sensor_001,co2,factory_floor_a,1098.99,ppm,OK
2024-01-01T03:15:40,sensor_005,vibration,warehouse_north,8.49,mm/s,OK
2024-01-01T03:15:50,sensor_016,co2,warehouse_south,409.12,ppm,OK
2024-01-01T03:16:00,sensor_019,temperature,warehouse_south,60.71,�C,OK
2024-01-01T03:16:10,sensor_016,co2,warehouse_south,1524.65,ppm,ERROR
2024-01-01T03:16:20,sensor_008,pressure,server_room_1,1002.58,hPa,WARNING
2024-01-01T03:16:30,sensor_011,humidity,factory_floor_a,30.01,%,OK
2024-01-01T03:16:40,sensor_002,co2,control_room,597.8,ppm,OK
2024-01-01T03:16:50,sensor_004,pressure,factory_floor_b,997.53,hPa,WARNING
2024-01-01T03:17:00,sensor_001,co2,factory_floor_a,819.3,ppm,OK
2024-01-01T03:17:10,sensor_010,temperature,control_room,37.0,�C,OK
2024-01-01T03:17:20,sensor_017,humidity,factory_floor_b,80.0,%,OK
2024-01-01T03:17:30,sensor_019,temperature,warehouse_south,22.51,�C,OK
2024-01-01T03:17:40,sensor_004,pressure,factory_floor_b,966.35,hPa,WARNING
2024-01-01T03:17:50,sensor_010,temperature,control_room,72.77,�C,WARNING
2024-01-01T03:18:00,sensor_005,vibration,warehouse_north,4.36,mm/s,OK
2024-01-01T03:18:10,sensor_011,humidity,factory_floor_a,35.94,%,OK
2024-01-01T03:18:20,sensor_002,co2,control_room,567.32,ppm,OK
2024-01-01T03:18:30,sensor_005,vibration,warehouse_north,12.59,mm/s,OK
2024-01-01T03:18:40,sensor_003,pressure,factory_floor_b,1018.4,hPa,WARNING
2024-01-01T03:18:50,sensor_019,temperature,warehouse_south,47.39,�C,OK
2024-01-01T03:19:00,sensor_010,temperature,control_room,49.61,�C,OK
2024-01-01T03:19:10,sensor_004,pressure,factory_floor_b,1044.07,hPa,ERROR
2024-01-01T03:19:20,sensor_010,temperature,control_room,40.7,�C,OK
2024-01-01T03:19:30,sensor_013,temperature,warehouse_south,84.41,�C,ERROR
2024-01-01T03:19:40,sensor_003,pressure,factory_floor_b,973.13,hPa,WARNING
2024-01-01T03:19:50,sensor_009,temperature,warehouse_north,29.52,�C,OK
2024-01-01T03:20:00,sensor_007,humidity,warehouse_north,44.38,%,OK
2024-01-01T03:20:10,sensor_011,humidity,factory_floor_a,54.41,%,OK
2024-01-01T03:20:20,sensor_009,temperature,warehouse_north,66.95,�C,OK
2024-01-01T03:20:30,sensor_010,temperature,control_room,28.23,�C,OK
2024-01-01T03:20:40,sensor_019,temperature,warehouse_south,16.85,�C,OK
2024-01-01T03:20:50,sensor_014,pressure,factory_floor_b,1005.56,hPa,WARNING
2024-01-01T03:21:00,sensor_014,pressure,factory_floor_b,1048.29,hPa,ERROR
2024-01-01T03:21:10,sensor_004,pressure,factory_floor_b,1020.5,hPa,WARNING
2024-01-01T03:21:20,sensor_013,temperature,warehouse_south,74.65,�C,WARNING
2024-01-01T03:21:30,sensor_003,pressure,factory_floor_b,1011.19,hPa,WARNING
